priority,id,title,category,words,review_reasons,review_status
2,lab:ammonia,Ammonia (NH₃),lab,198,Source locator review: openrn_labs_appendix: search URL (needs a specific supporting source); openrn_medsurg_labs: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:trab-tsi,TSH-Receptor Antibody (TRAb / TSI),lab,200,Source locator review: openrn_labs_round13: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:tsh,TSH,lab,202,Source locator review: openrn_labs_appendix: search URL (needs a specific supporting source); openrn_medsurg_labs: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:valproic-acid-level,Valproic Acid Level,lab,202,Source locator review: openrn_labs_round5: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:vancomycin-trough,Vancomycin Trough / AUC,lab,202,Source locator review: openrn_labs2: search URL (needs a specific supporting source); openrn_medsurg2: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:blood-culture,Blood Culture,lab,206,Source locator review: openrn_labs2: search URL (needs a specific supporting source); openrn_medsurg2: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:anti-ccp,Anti-CCP Antibodies,lab,210,Source locator review: openrn_labs_round8: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:hba1c,HbA1c,lab,214,Source locator review: openrn_labs_appendix: search URL (needs a specific supporting source); openrn_medsurg_labs: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:free-t3,Free T3 (Triiodothyronine),lab,218,Source locator review: openrn_labs_round4: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:c-peptide,C-peptide,lab,219,Source locator review: openrn_labs_round6: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:acth-stimulation-test,ACTH Stimulation (Cosyntropin) Test,lab,222,Source locator review: openrn_labs_round6: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:bicarbonate,Bicarbonate (HCO₃⁻),lab,222,Source locator review: openrn_labs2: search URL (needs a specific supporting source); openrn_medsurg2: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:cmv-viral-load,CMV Viral Load (Quantitative PCR),lab,222,Source locator review: openrn_labs_round7: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:d-dimer,D-dimer,lab,222,Source locator review: openrn_labs_appendix: search URL (needs a specific supporting source); openrn_medsurg_labs: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:haptoglobin,Haptoglobin,lab,223,Source locator review: openrn_labs_round3: search URL (needs a specific supporting source); openrn_mslabs_round3: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:ca-19-9,CA 19-9,lab,225,Source locator review: openrn_labs_round12: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:ferritin,Ferritin & Iron Studies,lab,228,Source locator review: openrn_labs2: search URL (needs a specific supporting source); openrn_medsurg2: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:hematocrit,Hematocrit (Hct),lab,229,Source locator review: openrn_labs2: search URL (needs a specific supporting source); openrn_medsurg2: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:serum-osmolality,Serum Osmolality,lab,229,Source locator review: openrn_labs_round4: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:vitamin-b12,Vitamin B12 (Cobalamin),lab,229,Source locator review: openrn_labs_round3: search URL (needs a specific supporting source); openrn_mslabs_round3: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:bilirubin,Bilirubin (total / direct),lab,232,Source locator review: openrn_labs_appendix: search URL (needs a specific supporting source); openrn_medsurg_labs: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:phosphorus,Phosphorus (PO₄),lab,238,Source locator review: openrn_labs_appendix: search URL (needs a specific supporting source); openrn_medsurg_labs: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:ca-125,CA-125,lab,241,Source locator review: openrn_labs_round8: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:hemoglobin-a1c,Hemoglobin A1c (HbA1c),lab,243,Source locator review: openrn_labs_round6: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:aldosterone-renin-ratio,Aldosterone–Renin Ratio (ARR),lab,246,Source locator review: openrn_labs_round6: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:anti-xa,Anti-Xa Activity,lab,249,Source locator review: openrn_labs_round3: search URL (needs a specific supporting source); openrn_mslabs_round3: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:ana,Antinuclear Antibody (ANA),lab,251,Source locator review: openrn_labs_round11: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:salicylate-level,Salicylate Level,lab,252,Source locator review: openrn_labs_round4: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:phenytoin-level,Phenytoin Level,lab,257,Source locator review: openrn_labs_round5: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:lithium-level,Lithium Level,lab,261,Source locator review: openrn_labs_round5: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:mycophenolate-level,Mycophenolic Acid (MPA) Level,lab,263,Source locator review: openrn_labs_round7: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:tacrolimus-level,Tacrolimus Level (FK506),lab,263,Source locator review: openrn_labs_round4: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:vitamin-d-25oh,Vitamin D (25-hydroxy),lab,268,Source locator review: openrn_labs_round4: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:parathyroid-hormone,"Parathyroid Hormone (PTH, intact)",lab,273,Source locator review: openrn_labs_round4: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:urinalysis,Urinalysis (UA),lab,275,Source locator review: openrn_labs2: search URL (needs a specific supporting source); openrn_medsurg2: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:sweat-chloride,Sweat Chloride Test,lab,276,Source locator review: openrn_labs_round9: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:aptt,aPTT,lab,278,Source locator review: openrn_labs_appendix: search URL (needs a specific supporting source); openrn_medsurg_labs: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:afp,Alpha-Fetoprotein (AFP),lab,279,Source locator review: openrn_labs_round12: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:psa,Prostate-Specific Antigen (PSA),lab,281,Source locator review: openrn_labs_round11: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:methylmalonic-acid,Methylmalonic acid (MMA),lab,282,Source locator review: specialty_labs_round18: site root (needs claim-level source review) | Not assigned to a selected topic collection,Not adjudicated
2,lab:reticulocyte-count,Reticulocyte Count,lab,283,Source locator review: openrn_labs_round3: search URL (needs a specific supporting source); openrn_mslabs_round3: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:acetaminophen-level,Acetaminophen Level,lab,289,Source locator review: openrn_labs_round4: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:fibrinogen,Fibrinogen,lab,290,Source locator review: openrn_labs_round13: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:cd4-count,CD4 Cell Count,lab,291,Source locator review: openrn_labs_round7: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:iron-studies,Iron Studies (Iron / TIBC / Saturation),lab,293,Source locator review: openrn_labs_round3: search URL (needs a specific supporting source); openrn_mslabs_round3: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:hepatitis-b-panel,Hepatitis B Panel,lab,294,Source locator review: openrn_labs_round3: search URL (needs a specific supporting source); openrn_mslabs_round3: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:spep-upep,Serum + Urine Protein Electrophoresis (SPEP / UPEP),lab,301,Source locator review: openrn_labs_round12: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:newborn-metabolic-screen,Newborn Metabolic Screen,lab,306,Source locator review: openrn_labs_round9: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:rpr-treponemal,RPR / VDRL + Treponemal Testing,lab,308,Source locator review: openrn_labs_round10: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:uric-acid,Uric Acid (Serum),lab,321,Source locator review: openrn_labs_round8: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:anion-gap,Anion Gap,lab,322,Source locator review: openrn_labs_round10: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:carboxyhemoglobin,Carboxyhemoglobin (COHb) — CO poisoning,lab,348,Source locator review: cdc_lpr_round34: site root (needs claim-level source review); specialty_lpr_round34: site root (needs claim-level source review) | Not assigned to a selected topic collection,Not adjudicated
